source,target
W0mmetje,SylvanaBIJ1
yonwil,AmersfoortRoel
yonwil,geertwilderspvv
diepapa,LenieLenie3
diepapa,HartvNL
diepapa,acconsole
foxjumpsdog,geenstijl
HandigeHendrik,SylvanaBIJ1
LucvanIersel,SylvanaBIJ1
duiker1947,helenestafleu
DutchDL,HTuynman
DutchDL,voorpost
HenzenAdriaan,SylvanaBIJ1
Ricardo08179846,DeAltijd
woutschaap,VVD
woutschaap,VVD
woutschaap,D66
Jacob12640507,OmroepON
Jacob12640507,geertwilderspvv
nooitmeerstil,AntoonKanis
nooitmeerstil,D66
nooitmeerstil,D66
nooitmeerstil,Groenlinks
nooitmeerstil,PvdA
nooitmeerstil,SP
Ricardo08179846,DeAltijd
snebq,BartNijman
nitram318,HermanGalle
nitram318,M_nke
nitram318,Magica08678935
nitram318,NOS
IJC_mink,Mendyvandergaag
IJC_mink,Ingeborg_tekst
LiberFortis,NUnl
dickbill68,EliannevT
arnoyuma,PVV
arnoyuma,FvD
arnoyuma,KOZP
HetPapierenHuis,mamaruja94
HetPapierenHuis,doperwtje73
HetPapierenHuis,J41963735
mikePostma8,anoushanzume
mikePostma8,kozwartepiet
Floriswolters,SylvanaBIJ1
floko100,RienvVliet
Ludovic32619095,volendam
Ludovic32619095,kozp
lucien_visser,YouTube
Firenzend1,Daphne_dB
Firenzend1,mickvanwely
EdOuweneel,Martinbosma_pvv
EdOuweneel,GrootKo
margavanhemme,HuubBellemakers
RoyDuf,FeyeNody
Dorian73162059,PmgEngelen
Dorian73162059,MirtheWestrik
JMFMJansen,Chapiro
ayrienie,prozwartepiet
ayrienie,kozp
MarjanHeintjes,gelijkhebjehans
MarjanHeintjes,LindaSchD
MarjanHeintjes,benhetechtzelf
Rhesusmacaque1,robertjensen
ShelterFrom,ArnoWellens
Gysbert_III,BartNijman
Morpheusz5,SylvanaBIJ1
toetsenbordrid2,wim_holland12
FoxTrustsNo1,petervlemmix
FoxTrustsNo1,StucHenk
FoxTrustsNo1,OmroepON
GuideinHolland,HenkBakboord
GuideinHolland,mickvanwely
marcelvandenber,IntoBits
marcelvandenber,RutgerGW
HenkBakboord,mickvanwely
MarjaEPC,Levensgeniete19
threadreaderapp,steenpaasburg
marcelvandenber,IntoBits
marcelvandenber,RutgerGW
tallfox55,DeAltijd
chantalleral,Doorbraakeu
chantalleral,kozwartepiet
threadreaderapp,steenpaasburg
yyeIhsa,Kosmik_nl
yyeIhsa,anoushanzume
yyeIhsa,kozwartepiet
SjefVugt,Topdob11
nigroeneveld,envirosec
RHO86,HendrikWakker
nl_opinion,8cijfers
nl_opinion,CarelCaramba
nl_opinion,Omar020a
nl_opinion,frankvdlinde
ZwartePiet_be,Dsoenens
nooitmeerstil,ShashiRoopram
nooitmeerstil,AntoonKanis
nooitmeerstil,D66
nooitmeerstil,claudiadebreij
nooitmeerstil,Dolfjansen
HuijbregtsSteff,robertjensen
effeitsma,BartNijman
Esmeralda_1_2_3,wileikelboom
BaburB_020,Het_OM
edwincamouflage,hethadgekund
Xesz10,SylvanaBIJ1
Xesz10,Het_OM
ReconquistaRec1,010wijk11
ReconquistaRec1,bartroemker
ReconquistaRec1,Beltel21
ReconquistaRec1,frankvdlinde
ReconquistaRec1,EenGraag
ReconquistaRec1,bartroemker
ReconquistaRec1,Beltel21
ReconquistaRec1,frankvdlinde
WhoAreYouRoy,YEwijk
WhoAreYouRoy,WJisthename
WhoAreYouRoy,HendrikWakker
DdDirkdijkstra,SylvanaBIJ1
ZwartePiet_be,FredBodarwe
HermanGalle,rienbrans
HermanGalle,GijsBaller
HermanGalle,Eelke69838340
HermanGalle,Fromdamountain
ReconquistaRec1,JustmeNoelleZ
vissermc76,hethadgekund
vissermc76,frans5010
Jeffert43818241,HendrikWakker
MariacrypMaria,TheovanRossum4
MariacrypMaria,Koos24Koos
MariacrypMaria,Digifotofan
MariacrypMaria,NHNieuws
BaviaanBen,SylvanaBIJ1
alexvncuijk,HartvNL
haaskno,erikpjverweij
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
Wedderplase,AndreHatzman
johan100350,wileikelboom
johan100350,Magica08678935
johan100350,alextencate
mmwgerritsma,rblommestijn
renedv64,lewinskylou2
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
AndreHatzman,kozwartepiet
melle95331968,LSchrage
JumpingJohnny5,anoushanzume
JumpingJohnny5,kozwartepiet
mterburg,RutgerGW
Tekken3Enjoyer,anoushanzume
Tekken3Enjoyer,kreupelino
Tekken3Enjoyer,kozwartepiet
BramTheunissen1,AlxndraSparker
BramTheunissen1,POL_Volendam
Sanne67848247,fampoes
Sanne67848247,Politie
Drkzwgr11,RienvVliet
Arjan_Otter,alfredblokhuize
Arjan_Otter,alfredblokhuize
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
CremersTon,TheRebelThePoet
HappyBeeGood,OTTO45520061
HappyBeeGood,J00st013
HappyBeeGood,honestmarcel38
HappyBeeGood,Magica08678935
HappyBeeGood,RDJ134
HappyBeeGood,NOS
OVriendjes,HenryJP5
Henk21351442,elmarveerman
Henk21351442,DenKozp
Henk21351442,jerryafraid
Henk21351442,kozp
BartNijman,kayotickitchen
monkeyzandwich,sas_pvv_
nl_opinion,HuubBellemakers
Drkzwgr11,hethadgekund
AndreHatzman,kozwartepiet
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
zcjaais,RvDantzig
pensioenjaren,SylvanaBIJ1
pensioenjaren,2eKamertweets
YDi045,LavieJanRoos
tranz_parency,redfishstream
NicovanderZee,HartvNL
ArubaRandy,SylvanaBIJ1
spanarchist1,simonvenekamper
spanarchist1,BrinkWvd
spanarchist1,ZihniOzdil
spanarchist1,Martinbosma_pvv
Davidson7119,niet_en
Davidson7119,Doorbraakeu
Davidson7119,kozwartepiet
joekelstaaf,frankvdlinde
kozwartepiet,Wedderplase
kozwartepiet,AndreHatzman
satisestnimis,BLIKOPENER333
satisestnimis,J41963735
satisestnimis,Kijkverder1
satisestnimis,MuzZ11_
ErnestOtte,SylvanaBIJ1
HermanGalle,nitram318
HermanGalle,M_nke
HermanGalle,Magica08678935
HermanGalle,NOS
PeterPos1,een_been_peter
PeterPos1,remcoromeo
PeterPos1,elfje13
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
AndreHatzman,kozwartepiet
marcelvandenber,IntoBits
marcelvandenber,CoenvdVen
fully_so,_Frummel_
muizehuig1,SmeetsLaw
muizehuig1,HendrikMarsman
bertpfeiffer2,Abbie1979
erik_wijst,EWagensveld
erik_wijst,Politie
erik_wijst,thierrybaudet
erik_wijst,geertwilderspvv
JJachthuizen,anoushanzume
JJachthuizen,kozwartepiet
woonnomade,annstrikje
woonnomade,TomBeen
een_been_peter,PeterPos1
een_been_peter,remcoromeo
een_been_peter,elfje13
kayotickitchen,BartNijman
MRoodbaard,SteenksRafaela
dickbill68,BrinkWvd
dickbill68,BartNijman
Cowboytandarts,erikpjverweij
thomaspraatmee,moeva18
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
simonvenekamper,ZihniOzdil
simonvenekamper,Martinbosma_pvv
man29jr,NOS
GVDB58520186,SylvanaBIJ1
Karhu12610602,loosknijn
Karhu12610602,BrutaleP
Karhu12610602,HendrikWakker
IntoBits,marcelvandenber
IntoBits,CoenvdVen
WaqJohn,SylvanaBIJ1
rob7681,royramaker
rob7681,erikpjverweij
gas_tegen,pindakaasjunk
gas_tegen,annstrikje
lexsijtsma2,jurro1981
lexsijtsma2,frankvdlinde
Dutchfan33,DZevenbergen
een_been_peter,remcoromeo
een_been_peter,elfje13
CollectiMe,VrouwvdVrijheid
Ferdo76,NOS
WilcovdHeijden,DeStefVolendam
Albert31443794,Kees71234
Albert31443794,WestenIda
briggie62,jasonwalters85
briggie62,mickvanwely
angryinno,DerdeJantje
frankvdlinde,Politie
frankvdlinde,POL_Korpschef
frankvdlinde,GerritvdBurg
Skeetpeet1,DeStefVolendam
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
Bij88941056,GrootKo
VisserJack,alextencate
VisserJack,wileikelboom
NeilMachia,nihalesmaaltmis
NeilMachia,HuubBellemakers
MadBabyEdmor,Zwarte_Magica
NickBlunt10,Pascalstil
AmsterdamTiles,PatriciaFoort
fastdaddyNL,HendrikWakker
Arno81nc,geekingthething
Arno81nc,Doorbraakeu
Arno81nc,kozwartepiet
SjefVugt,FeyeNody
SjefVugt,RuudLassche
SjefVugt,TheRebelThePoet
marcelvandenber,CoenvdVen
marcelvandenber,IntoBits
Bij88941056,ShashiRoopram
IkBenStokoud,EnsjantetFrok
IkBenStokoud,PolitiekBIJ1
IkBenStokoud,AquariusInRed
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
jo_14leeuwen,mevrouwadvocaat
jo_14leeuwen,NOS
Justin_Kees1,VictoriaSydoni
Justin_Kees1,ssjaak
beachracer_nl,RobKootker
beachracer_nl,Katesle3
beachracer_nl,NHNieuws
DusEmpireNL,anoushanzume
DusEmpireNL,kozwartepiet
jelleeelco,WA_Zevenh_D
C0nc3rned1,SylvanaBIJ1
antznl,_Frummel_
Descartes_R3,RotPunker
frankvdlinde,NOS
Bram82755479,WMPost
Bram82755479,NOS
D10011980,raiseparadise
YDi045,Doorbraakeu
YDi045,kozwartepiet
NickBlunt10,Onrecht2
JaapvandenHelm,pindakaasjunk
JaapvandenHelm,katja09117883
JaapvandenHelm,BartNijman
beachracer_nl,reinder1985
beachracer_nl,papilio1954
beachracer_nl,NHNieuws
MikeSchomaker,Amma_Asante
JakobKingma,fuckroeper
OutOfLikes,WJisthename
OutOfLikes,PascalBuurman
palmtreenl,moniquevaneede1
palmtreenl,diekorte
bas_toor,hibou_173
bas_toor,MaxMoos9
bas_toor,telegraaf
PROVUE1,VrouwvdVrijheid
degeneraal4,arja_brink
degeneraal4,SylvanaBIJ1
NeilMachia,nihalesmaaltmis
NeilMachia,HuubBellemakers
GaborKNL,SylvanaBIJ1
krisamasu,Magica08678935
Alewyn16,justone05716272
Alewyn16,SylvanaBIJ1
kozakghost95,NicoleMoinat
kozakghost95,LavieJanRoos
vis_mariska,Jes22857720
vis_mariska,moeva18
vis_mariska,SylvanaBIJ1
vis_mariska,2eKamertweets
vis_mariska,D66
vis_mariska,DenkNL
vis_mariska,F_azarkan
vis_mariska,tunahankuzu
vis_mariska,MarijnissenL
vis_mariska,jesseklaver
vis_mariska,geertwilderspvv
vis_mariska,thierrybaudet
vis_mariska,mirjambikker
YDi045,ShashiRoopram
YDi045,Pearlbitch
Just4blues,annstrikje
HansHelder2,fuckroeper
dickbill68,EliannevT
Ingrid57878695,EelcoHoecke
Ingrid57878695,BartNijman
MariaPluchee,NOS
Arjan_Otter,Magica08678935
Arjan_Otter,Magica08678935
kuijper_frits,MarlonReina
kuijper_frits,kozwartepiet
marcuscivero,VVD
kuijper_frits,Magica08678935
kuijper_frits,kozwartepiet
krisamasu,SylvanaBIJ1
Ingrid57878695,HendrikWakker
Miesli2,EliannevT
Miesli2,EsoClose
edebets1,Eelke69838340
edebets1,Fromdamountain
switchinblades,010wijk11
switchinblades,NicovanderZee
switchinblades,RotterdamBIJ1
accountnotfund,Doorbraakeu
accountnotfund,TheRebelThePoet
accountnotfund,kozwartepiet
UutWieert,Peter_Kassies
UutWieert,MissMel_12_
PRh96075146,WMPost
PRh96075146,NOS
NickDoevendans,JoostNiemoller
Carlitosisback,Ahimsa147
T_o_n_J,LavieJanRoos
echtesas,Kosmik_nl
echtesas,anoushanzume
echtesas,kozwartepiet
PMoonlady,Kosmik_nl
PMoonlady,anoushanzume
PMoonlady,kozwartepiet
veroniek1955,Rosa0171
veroniek1955,sannesunshine1
veroniek1955,Berend61203891
MariaPluchee,HartvNL
JonkerEdwin,SylvanaBIJ1
DS_2691,TomVandendriese
DS_2691,Kristof_A
DS_2691,FranckenTheo
Danny_T1981,Bello97040674
Danny_T1981,GijsvanOosten
Danny_T1981,erikpjverweij
Roy48537909,NHNieuws
ZwaanBente,Franssen1956
ZwaanBente,kimvankeken
ZwaanBente,KeesVlaar
ZwaanBente,JanRiezenkamp
Adijksma1985,GWK112
Adijksma1985,kozwartepiet
hugo_lasnier,DeAltijd
hugo_lasnier,Het_OM
hugo_lasnier,POL_Volendam
MvButselaar,iAnnetonly
snldrs,elineannepeters
jannavandam,FeyeNody
jannavandam,TheRebelThePoet
PeterPos1,OTTO45520061
PeterPos1,heinsjohn
PeterPos1,lotterik2
PeterPos1,frankvdlinde
FrankDijkstra4,Mirjam152
mayaVirg,HuubBellemakers
mayaVirg,M_Meijer
DirkSellsAHouse,SmeetsLaw
DirkSellsAHouse,GJHAmsterdam
DirkSellsAHouse,Het_OM
Tobinator4991,DeStefVolendam
Christovte1,SylvanaBIJ1
ObmaPascal,MvButselaar
ObmaPascal,Schnoetsz
DrDre_010,JohnSto21078732
DrDre_010,RobKootker
DrDre_010,NHNieuws
kempkes_jan,SylvanaBIJ1
MaxMoos9,GoogleNews
ReyenVan,DonArturito
GerRientiesMSc,Bartissimus
Urwrstnghtmare2,SylvanaBIJ1
jasper_wook,SylvanaBIJ1
jasper_wook,SylvanaBIJ1
jasper_wook,gemEdamVolendam
Eeuwigejeugd1,snoes64
starndromeda,Joop_nl
ph1160,kozwartepiet
ph1160,theNUC1
FH79474333,helenestafleu
DutchBp,Martinbosma_pvv
Reawaruw,WNLOpZondag
Reawaruw,ricknieman
kempkes_jan,SylvanaBIJ1
GWK112,Adijksma1985
GWK112,kozwartepiet
stafpilot,SylvanaBIJ1
shoppinggrrrl,Bouboutyassine
shoppinggrrrl,dknergin
shoppinggrrrl,FatimaFaid
Oavelter,ZS_Racing
KaatvdK,SylvanaBIJ1
Kale84970220,MarlonReina
degeneraal4,hugodejonge
kevbrijer,moeva18
MargreetBoelen,DeStefVolendam
Jeroen85181172,HenryJP5
Jeroen85181172,kozp
Mandy90309607,nananouvelle
Mandy90309607,Myriam_Heyens
ZeepSop,aaa_sooh
ZeepSop,frankvdlinde
ZeepSop,POL_Volendam
ZeepSop,Het_OM
VisserJack,wileikelboom
VisserJack,alextencate
Aak1969,HendrikWakker
BrugscheBeer,kozwartepiet
pm310183,WMPost
pm310183,NOS
020bowonor,NadiaBouras
020bowonor,zeeger
020bowonor,RutgerGW
020bowonor,Magica08678935
alexmeuwsen,helenestafleu
alexmeuwsen,josverstegen
Thufir_Hawat1,erikpjverweij
HereJodie,Sandervandam2
CollectiMe,Martinbosma_pvv
CollectiMe,GrootKo
Gerben98551608,SylvanaBIJ1
aaa_sooh,frankvdlinde
aaa_sooh,POL_Volendam
aaa_sooh,Het_OM
serveechay,maritadejong
serveechay,Jacco6345789
serveechay,MirtheWestrik
stafpilot,DeGrauwEeuw
Jeffrey__Tweets,VrouwvdVrijheid
Jeffrey__Tweets,SylvanaBIJ1
MrsKrass,jotunfo
MrsKrass,brechtjedeleij
MrsKrass,vanDijkHJ
MrsKrass,ShashiRoopram
pindakaasjunk,annstrikje
alfredblokhuize,KapiteinJeroen
alfredblokhuize,selmazij
alfredblokhuize,Fromdamountain
EsoClose,EliannevT
KasEist,wappiehoekje
KaatvdK,PolitiekBIJ1
PeterPos1,heinsjohn
PeterPos1,OTTO45520061
PeterPos1,lotterik2
PeterPos1,frankvdlinde
coronaatje,Martinbosma_pvv
coronaatje,GraafdeMachiel
maasdijkmobiel,nihalesmaaltmis
SPVeenendaal,sepiatekst
SPVeenendaal,ImaneAmsterdam
SPVeenendaal,Politie
VrijeMeinung,Eucalyptica
VrijeMeinung,bij1
VrijeMeinung,kozp
AnkoneCor,frankvdlinde
EsoClose,EliannevT
RijkesRuud,Magica08678935
marcelvandenber,CoenvdVen
marcelvandenber,IntoBits
BartSmeets15,VrouwvdVrijheid
LightLucieFall,J2107P
LightLucieFall,DerdeJantje
Fan_haar_mening,GewoonJoene
Fan_haar_mening,Amma_Asante
ArjanLieverNiet,VrouwvdVrijheid
alfredblokhuize,Arjan_Otter
alfredblokhuize,GijsBaller
GisolfBini,EJBron2
EliannevT,barteradus_bart
Adijksma1985,GBeerdsen
Adijksma1985,EdwardVeerman
Adijksma1985,fampoes
VeravanHaarlem,VanMetje
PerrydeWit,Paulitos4
PerrydeWit,EvaReports
020bowonor,RutgerGW
020bowonor,NadiaBouras
020bowonor,zeeger
EliannevT,EsoClose
TaaiBenIk,TheDawn3121
cpt_caveman_nl,trouw
PerrydeWit,Paulitos4
PerrydeWit,EvaReports
IntoBits,CoenvdVen
Marcuz32691327,ReitsLydia
DuMonde88,MarijkeDWR
DuMonde88,BRijnsburg
DuMonde88,helenestafleu
VisserJack,BartNijman
SanderGrootDe,SylvanaBIJ1
HighwaymanNH,Kortom_Tom
HighwaymanNH,kromst
Kerel0,frankvdlinde
edebets1,ChrisAalberts
Arjan_Otter,GijsBaller
Arjan_Otter,GijsBaller
Mark12358141692,hebawi
Mark12358141692,bertmangil
Mark12358141692,MarkvanZutphen
Mark12358141692,erikpjverweij
raymtwit,Magica08678935
raymtwit,TheRebelThePoet
Kara___Gozlum,destedendwinger
Kara___Gozlum,airmaxx141
r_siebum,patriciakooreva
vvreverts,Suwanda7
vvreverts,LucianaBoutox
vvreverts,ashatenbroeke
johotilburg,geertwilderspvv
RaymondBartens,LightLucieFall
Peter26061980,OdinenTroy
Peter26061980,EdgeOfEurope
b3roe,Errrr_________
b3roe,AstrasNico
b3roe,AvVlastuin
b3roe,NLRebellion
b3roe,wondacollective
Classy0943,DevliegerErik
IntoBits,CoenvdVen
vreugdeuiting,Tjerkje01
vreugdeuiting,wim_holland12
Ristret00005543,PaarseKrokodila
Ristret00005543,Myriam_Heyens
micheldebruijn,Dylano055
micheldebruijn,loosknijn
micheldebruijn,Abbie1979
JasperBosZwolle,POL_Volendam
JasperBosZwolle,Het_OM
PeterPos1,heinsjohn
PeterPos1,OTTO45520061
PeterPos1,lotterik2
PeterPos1,frankvdlinde
Franssen1956,kimvankeken
Franssen1956,KeesVlaar
Franssen1956,JanRiezenkamp
SanderGrootDe,diederikebbinge
SanderGrootDe,lewinskylou2
SanderGrootDe,TheRebelThePoet
SanderGrootDe,claudiadebreij
SanderGrootDe,saskianoort
SanderGrootDe,GVerbaan
arja_brink,PolitiekBIJ1
safes_safe,annstrikje
ariekuip,ChrisAalberts
LeoVriends,EdgeOfEurope
NickDoevendans,HuubBellemakers
Jovo31394396,HendrikWakker
JohanKoorn,JohanKreek
WNCKL,Runa_Hellinga
WNCKL,gelijkhebjehans
JaapBeetstra,karenv640
JaapBeetstra,erikpjverweij
SweetChannie,MirtheWestrik
wwwervelwind,StellaQuasten
wwwervelwind,NHNieuws
ReMu33,SylvanaBIJ1
Kara___Gozlum,IvGNooneleft
NietBekend7,EdWres
Albert_Zwol,Sjefke69
Albert_Zwol,moeva18
Albert_Zwol,Sandervandam2
Erwin3e,SylvanaBIJ1
Tjerkje01,wim_holland12
unionseller,myriam_vhj
XRPMackAttack,Magica08678935
XRPMackAttack,TheRebelThePoet
Kosmik_nl,anoushanzume
Kosmik_nl,kozwartepiet
Kosmik_nl,anoushanzume
Vrijheidsvogel,SylvanaBIJ1
ArjanLieverNiet,NUnl
KasEist,rblommestijn
madeleinemeersm,WhiteangelBe
IkBenStokoud,frans09151062
IkBenStokoud,susan12347013
IkBenStokoud,WijkagentJeff
IkBenStokoud,NHNieuws
XRPMackAttack,JoostNiemoller
Tandokan1,Martinbosma_pvv
Tijluilenspieg2,SylvanaBIJ1
MarijkeDWR,BRijnsburg
MarijkeDWR,helenestafleu
Albert_Zwol,Omar020a
Albert_Zwol,frankvdlinde
Baelwynn,H_J1966
Baelwynn,A_n_n_32
Baelwynn,AnnemarieGelder
Baelwynn,telegraaf
raimond030,djemanser
raimond030,MaximeAardoom
walther19124288,Mirjam152
Zezunja,suzi_1960
Zezunja,ashatenbroeke
JohnSto21078732,SylvanaBIJ1
ReneeKirkenier,johan100350
ReneeKirkenier,rieln
ReneeKirkenier,GerVerhoeven89
MvButselaar,Schnoetsz
OranjeThomasvan,rblommestijn
OranjeThomasvan,EelcoHoecke
Maupie1972,fuckroeper
DuckDaffy7,Mirjam152
tondelange2,SylvanaBIJ1
Hans47D,DeGrauwEeuw
avanhoogdalem,AntoonKanis
willem64417600,Kees71234
johan100350,ReneeKirkenier
johan100350,rieln
johan100350,GerVerhoeven89
MrsKrass,LiekeSievers
MrsKrass,gemEdamVolendam
trans_texan,Sandervandam2
vvreverts,RolandKalb
vvreverts,erikpjverweij
xvilo,vetlief
zcjaais,keerlijk
zcjaais,EinsteinBarbie
stopmetstoken,anoushanzume
stopmetstoken,kozwartepiet
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
AndreHatzman,kozwartepiet
Zezunja,suzi_1960
Zezunja,ashatenbroeke
GijsdeWerker,analons
yangmuda99,rkemp59
yangmuda99,Spaardam11
Arneaux4,MarlonReina
Arneaux4,kozwartepiet
Fleemming,RotjochDinero
alexmeuwsen,RobKootker
alexmeuwsen,NHNieuws
NLfeest,primevideonl
_Pietje_Bell,DrZemouri
_Pietje_Bell,ilahrubio
muppetrunner,SylvanaBIJ1
Pitzi14589748,SylvanaBIJ1
MennoRigterink,nielsarts
STELLA262189327,Martinbosma_pvv
cedricartist,dancalegria
TWvoorvrijheid,annstrikje
Lookhill2020,WMPost
Lookhill2020,NOS
tsooj84,jadejoosten
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
Kara___Gozlum,destedendwinger
Kara___Gozlum,airmaxx141
JoKer33817736,Fred65108271
JoKer33817736,DeSloperT
JoKer33817736,DeStefVolendam
020bowonor,DeStefVolendam
Alpina72712763,geekingthething
Alpina72712763,Doorbraakeu
Alpina72712763,kozwartepiet
Vrijhof,Doorbraakeu
Vrijhof,TheRebelThePoet
Vrijhof,kozwartepiet
HoedemakerHans,xxxVeraGeexxx
HoedemakerHans,Carol68122351
HoedemakerHans,trouw
henk_blom1,MargreetAdam
henk_blom1,xruisx
henk_blom1,mevrouwadvocaat
PJ23973200,keespet
JodocusDraak,YouTube
AntiVolgers,Omar020a
AntiVolgers,frankvdlinde
Messentracker,EvaReports
efcee123,AnnemarieGelder
efcee123,telegraaf
IlseVier4,Sandervandam2
IlseVier4,BBalings
henknijenhof,Peterbreda1
020bowonor,HartvNL
020bowonor,S_Y_Khan
DutchHunter2,Joop_nl
waarheidsridder,AnnemarieGelder
waarheidsridder,telegraaf
onverwijld,BlackRo17263284
1_hanneke,HenkyD
1_hanneke,SylvanaBIJ1
Alewyn16,SylvanaBIJ1
barbalynn,karoliennijhof
Kara___Gozlum,destedendwinger
Kara___Gozlum,airmaxx141
tondelange2,dknergin
NickBlunt10,teigemans
Bettystwits,barbaratruc
Bettystwits,zorgmarktde
Bettystwits,dknergin
Bettystwits,F_azarkan
020bowonor,NHNieuws
020bowonor,NadiaBouras
VerstappenWim,SylvanaBIJ1
De5december,LodewijkA
_Pietje_Bell,NOS
Kara___Gozlum,destedendwinger
Kara___Gozlum,airmaxx141
PaulBalhuizen,Doorbraakeu
PaulBalhuizen,kozwartepiet
GekkeG5,ashatenbroeke
Hoofdzuster1,mehdi_karayusuf
020bowonor,Keshum
CoVaxHeretic,Intenso60
CoVaxHeretic,ShashiRoopram
hollandswiefke,TjerkLangman
Alpina72712763,W204041
Alpina72712763,MarlonReina
Alpina72712763,kozwartepiet
Bij88941056,fdavw
Bij88941056,SylvanaBIJ1
debeste22,AnnemarieGelder
debeste22,telegraaf
020bowonor,tayfun_balcik
020bowonor,JanSmit
020bowonor,MonaKeijzer
PaulBalhuizen,Doorbraakeu
PaulBalhuizen,kozwartepiet
GezegdHet,geekingthething
GezegdHet,Doorbraakeu
GezegdHet,kozwartepiet
Littlebird153,SchonwetterTon
Littlebird153,VrouwvdVrijheid
ReneeKirkenier,johan100350
ReneeKirkenier,rieln
ReneeKirkenier,GerVerhoeven89
Bij88941056,DerdeJantje
VisserJack,BartNijman
VisserJack,alextencate
020bowonor,NadiaBouras
020bowonor,zeeger
020bowonor,RutgerGW
ERIKMol3,petervlemmix
ERIKMol3,OmroepON
Bij88941056,SteenksRafaela
alexmeuwsen,RobKootker
alexmeuwsen,NHNieuws
Bij88941056,moeva18
vbnvbn3535,rblommestijn
EenGraag,bartroemker
EenGraag,Beltel21
EenGraag,frankvdlinde
MarcKok1972,jasperschilder
Marlenemclara,volkskrant
NederbelgJ,SUGenocide
NederbelgJ,oornstein
NederbelgJ,kozwartepiet
NicVis4,marcelvandenber
NicVis4,dvndm
YunusKara72,HenkAlkmaar
YunusKara72,franssnel1
YunusKara72,NHNieuws
Bij88941056,Sandervandam2
Redu_2020,SylvanaBIJ1
Redu_2020,PolitiekBIJ1
Redu_2020,ferdgrapperhaus
moniquevaneede1,palmtreenl
moniquevaneede1,diekorte
eelcojj,Doorbraakeu
eelcojj,TheRebelThePoet
eelcojj,kozwartepiet
johan100350,ReneeKirkenier
ERIKMol3,mj___87
ERIKMol3,ShashiRoopram
HappyBeeGood,Fromdamountain
Kerel0,n_nicolini
Kerel0,Ellytweett
Kerel0,Myriam_Heyens
nl75,AstridleLion4
nl75,VrouwvdVrijheid
ERIKMol3,HenkyD
ERIKMol3,SylvanaBIJ1
020bowonor,tayfun_balcik
020bowonor,JanSmit
020bowonor,MonaKeijzer
ERIKMol3,Jos_hier
ERIKMol3,buma_bo
ERIKMol3,SylvanaBIJ1
bartroemker,HenkMul2
bartroemker,Doorbraakeu
bartroemker,TheRebelThePoet
bartroemker,kozwartepiet
vbnvbn3535,RienvVliet
nietklagenmaar1,HendrikWakker
ERIKMol3,MvButselaar
rovadrie,LisetteOpTexel
RealPlagueDoct,SjefVugt
RealPlagueDoct,vpknerd
RealPlagueDoct,NicVis4
RealPlagueDoct,erikpjverweij
ShelterFrom,EelcoHoecke
ShelterFrom,BartNijman
NPO_HoeZitDat,PollyWilkins
bartroemker,Beltel21
bartroemker,frankvdlinde
KapiteinJeroen,SylvanaBIJ1
GingersnapsWoW,TreaRingnalda
GingersnapsWoW,OSsochi
GingersnapsWoW,brechtjedeleij
GingersnapsWoW,ShashiRoopram
quincyj2k,M_nke
quincyj2k,NOS
destedendwinger,Kara___Gozlum
destedendwinger,airmaxx141
marcjacobs88,RichardKoopma11
marcjacobs88,AntoonKanis
HappyBeeGood,MickieF
HappyBeeGood,Politie
AnneMaljaars,ashatenbroeke
PouwTheo,mmhoff
PouwTheo,JimmyWalterCIA
PouwTheo,Kees71234
miriamvand,erikpjverweij
William93105180,dancalegria
Kara___Gozlum,destedendwinger
Kara___Gozlum,airmaxx141
destedendwinger,Kara___Gozlum
destedendwinger,airmaxx141
Stevenotus,blondbaard
Stevenotus,NicVis4
Stevenotus,erikpjverweij
Hans932885211,Mirjam152
Marceke1,DevliegerErik
_Pietje_Bell,NOS
Dennis75E,HendrikWakker
vbnvbn3535,dancalegria
Kara___Gozlum,destedendwinger
Kara___Gozlum,airmaxx141
HHedonisme,vbnvbn3535
HHedonisme,dancalegria
TheoKramer6,NOS
marinavberlo,SylvanaBIJ1
vbnvbn3535,HHedonisme
vbnvbn3535,dancalegria
Errrr_________,AstrasNico
Errrr_________,AvVlastuin
Errrr_________,NLRebellion
Errrr_________,wondacollective
mj___87,ShashiRoopram
GroenRECHTS10,AnnemarieGelder
GroenRECHTS10,telegraaf
GroenRECHTS10,JerryAfriyie
GroenRECHTS10,ducom99
GroenRECHTS10,JerryAfriyie
GroenRECHTS10,ShashiRoopram
GroenRECHTS10,JerryAfriyie
Morpheusz5,SylvanaBIJ1
vbnvbn3535,Beltel21
vbnvbn3535,frankvdlinde
GroenRECHTS10,NationaalDblad
GroenRECHTS10,JerryAfriyie
RtradeBob,HendrikWakker
RtradeBob,wietskenadia
RtradeBob,F_azarkan
Richardd1983,LenieLenie3
Richardd1983,HartvNL
