source,target
Christovte1,Politie
bodejos,henrizwart79
bodejos,HartvNL
euroteller,geenstijl
SilverSypitzki,Frances_Heijman
vanDijkHJ,brechtjedeleij
vanDijkHJ,ShashiRoopram
JackWester5,WMPost
JackWester5,NOS
12Kranenburg,arnoyuma
DerfLivE,HartvNL
WitdeBerna,KeesVlaar
Fatih00645081,RotterdamBIJ1
Leo20811768,minlnv
groenevink,NHNieuws
fiebontekoe,WijkagentJeff
fiebontekoe,grachtvis
fiebontekoe,NHNieuws
nlglijdaf,LavieJanRoos
harryfmik,Eddy83640578
harryfmik,pieter_bull
harryfmik,wierdduk
CarolineAdriaa1,annstrikje
Martijn45926262,SylvanaBIJ1
r_hartman,MInsaniam
AHuisein,rallyjef2
Eeuwigejeugd1,HaddockIsBoos
Steveman1985,erikpjverweij
nitram318,HaraldDutch
nitram318,M_nke
nitram318,Magica08678935
nitram318,NOS
stavoorjezelf,aadvanderzee
stavoorjezelf,rblommestijn
ZwartePiet_be,philippeboey
ZwartePiet_be,Dsoenens
theNUC1,Politie
AFmalukuCA,ErikTiel
AFmalukuCA,VdMarx
AFmalukuCA,Gertjankoster
nitram318,HaraldDutch
nitram318,M_nke
nitram318,Magica08678935
nitram318,NOS
AmsterdamTiles,HerstoryTeache
AmsterdamTiles,PatriciaFoort
frankgrauzone,RutgerGW
Humblee2,xsacharose
chieffamr,hghmdmg
fastdaddyNL,rallyjef2
theNUC1,AFA_Nederland
Eliwac1,BartNijman
Eliwac1,wierdduk
Elsj89,blondbaard
Elsj89,NicVis4
Elsj89,erikpjverweij
theNUC1,sander_tweets
aapedjo,vester71
MartindeGoede,JoycaKuijpers
MartindeGoede,Thefirstyelle
MartindeGoede,erikpjverweij
HOnmens,Evert69384280
HOnmens,robinpothof30
HOnmens,helenestafleu
MartindeGoede,erikpjverweij
AlexvanNetten,NlSimona
AlexvanNetten,seadanourhussen
Aquarius4422,CarlaWijn
Alphae1978,Frances_Heijman
Doorbraakeu,wepromiseto
MdeRuiterRdam,NOS
MdeRuiterRdam,Teletekst
mompel007,geeskegrietje
yeti62111166,geenstijl
yeti62111166,TheRebelThePoet
theNUC1,wileikelboom
martha7800,FartVader4
martha7800,VanVidere
martha7800,Stiefloeder1
Robert_b70,VrouwvdVrijheid
Riffter7,LavieJanRoos
Bespired,DylanDane6
haastrechtPvan,RonBraan
haastrechtPvan,AbsorbUnderwear
haastrechtPvan,dknergin
sandypeter379,OmroepON
sandypeter379,geertwilderspvv
Lovely__Wilma,dknergin
arjan_kamphuis,NickBlunt10
andreae_f,Alex_Jacob5
PKudrel,Kees71234
WuftL,PMoonlady
WuftL,Kosmik_nl
WuftL,anoushanzume
WuftL,kozwartepiet
arjan_kamphuis,VrouwvdVrijheid
buist_hans,stings_likealex
buist_hans,kozwartepiet
remkob131,geenstijl
Chaotic_kutjong,SelkietweetsG
arieouwens,RMBras1973
Robert_b70,HendrikMarsman
assissicourt,AnkoneCor
Robert_b70,Doorbraakeu
Robert_b70,kozwartepiet
flakes010,NickBlunt10
AlexvanNetten,Agjepagje
AlexvanNetten,seadanourhussen
AlexvanNetten,JohnitoMusic
AlexvanNetten,Politie
johan_maanen,Gerhardhormann
assissicourt,frank_vugt
Ben_Manuputty,MvButselaar
Sanne37542306,Fonzi16079304
Sanne37542306,Ina01465079
Sanne37542306,geenstijl
Rinix55980704,moeva18
Rinix55980704,HartvNL
pielegie,VrouwvdVrijheid
BraakselK,TheEdgyVeggie1
Reko_Onderhoud,RotPunker
malavita666,ossewed
arjan_kamphuis,ChrisvandenBos
BomertArjen,frankvdlinde
BomertArjen,POL_Volendam
BomertArjen,Het_OM
LinksBoomer,RotterdamBIJ1
MarieAnne1482,TheRebelThePoet
cvrooijen,helena_is_here
CarioAmsterdam,HiggensWillem
2_bie,PeterBeuker
BomertArjen,HendrikMarsman
BomertArjen,Shikra145
BomertArjen,frankvdlinde
BomertArjen,POL_Volendam
BomertArjen,Het_OM
AlexvanNetten,Agjepagje
AlexvanNetten,seadanourhussen
AlexvanNetten,JohnitoMusic
AlexvanNetten,Politie
Vincentgdevlugt,bodejos
EWagensveld,henkbres
Aychaofc,instagram
Greennomad73,Martijn5155
bilgeyolculuk,anlikhaberim
bilgeyolculuk,Haber
bilgeyolculuk,mansuryavas06
bilgeyolculuk,ibbhaberleri
bilgeyolculuk,ibb_kultur
bilgeyolculuk,ibbtvcanli
Anandstweets,LarryMadowo
Bespired,frankvdlinde
arjan_kamphuis,GirbeCameron
Hoofdzuster1,marcelbar8
dra_nl,NL08215792
anlikhaberim,bilgeyolculuk
anlikhaberim,Haber
anlikhaberim,mansuryavas06
anlikhaberim,ibbhaberleri
anlikhaberim,ibb_kultur
anlikhaberim,ibbtvcanli
Aark72Hassan,POL_Volendam
frankgrauzone,NOS
OxbowSir,NaastDe
OxbowSir,EinsteinBarbie
RTbotWilders,OmroepON
Suwanda7,anewchallenge22
Suwanda7,Z80885923
Suwanda7,VrouwvdVrijheid
arjan_kamphuis,Pien1977
Roland88489966,VrouwvdVrijheid
Roland88489966,MastersLars
SWW_consultancy,Baztard50
arjan_kamphuis,chantalleral
Ins0mnia,ashatenbroeke
arjan_kamphuis,eelcojj
miesmoes76,Jablonski01
miesmoes76,JeroenvanderWa3
miesmoes76,ShashiRoopram
arjan_kamphuis,YDi045
arjan_kamphuis,RobertGerhardus
arjan_kamphuis,StipMidden
arjan_kamphuis,HenkMul2
BramTheunissen1,NPORadio1
BramTheunissen1,TheRebelThePoet
BramTheunissen1,NPO
ghf1948,hulswood
arjan_kamphuis,KorverMiriam
UrbanVillagers,gemEdamVolendam
hschenderling,stafpilot
TheFriar1966,erikpjverweij
RoeftanJalon,JanBockma
RoeftanJalon,BartNijman
WvH100,vester71
assissicourt,bartfighter
Martijnmbrmrbr,Koos24Koos
Martijnmbrmrbr,Mevrouw_Maas
Martijnmbrmrbr,mjppeeters
Martijnmbrmrbr,NHNieuws
hschenderling,SylvanaBIJ1
TopperTukker,SylvanaBIJ1
arjan_kamphuis,ciaudias
tommy020974,Zeemeermin6
Johnyloco123,mickvanwely
amsterdam_my,Doorbraakeu
paulcaballo2,Zeemeermin6
Kriek_Paul,Genesis_crawler
elena_129,KimvanU
bertrand_bos,mastie123
bertrand_bos,dimitri197611
bertrand_bos,PhilipOosterman
bertrand_bos,sas_pvv_
DoelXvh,AlexvanNetten
DoelXvh,seadanourhussen
DoelXvh,JohnitoMusic
DoelXvh,Politie
Shirley78669813,WillemPieter86
MariacrypMaria,klimaaterkenner
Elf174,HenkBakboord
cmtolkes,ReMu33
ank_bw,MaxTheDragon
NL08215792,SteenksRafaela
K72725270,hulswood
Botak51,DeStefVolendam
lieve92424321,W204041
lieve92424321,MarinaDH070
lieve92424321,kozwartepiet
pegeert,EllenDG1975
ninevitamin,gelijkhebjehans
MediaservicesEU,FeyeNody
MediaservicesEU,TheRebelThePoet
gewoondoorgaan2,DongaMaurits
gewoondoorgaan2,ringwaldband
gewoondoorgaan2,PolitiekBIJ1
gewoondoorgaan2,groenlinks
gewoondoorgaan2,SPnl
gewoondoorgaan2,PvdA
gewoondoorgaan2,D66
gewoondoorgaan2,PartijvdDieren
GuustFlater9,Kees71234
FlorAvelino,MarlonReina
JadwigaMaksymi1,dancalegria
nitram318,HaraldDutch
nitram318,rubenverkuylen
nitram318,M_nke
nitram318,Magica08678935
nitram318,NOS
wepromiseto,Doorbraakeu
PeterPos1,een_been_peter
PeterPos1,remcoromeo
PeterPos1,elfje13
edebets1,RvDantzig
Shirley78669813,SchravendijkD
ferona40,HendrikWakker
ReneeKirkenier,soulborned
ReneeKirkenier,rblommestijn
PeterPos1,een_been_peter
PeterPos1,remcoromeo
PeterPos1,elfje13
MariacrypMaria,frankvdlinde
MariacrypMaria,POL_Volendam
MariacrypMaria,Het_OM
Mr_Widewood,MZ1306
JerryamsJerry,Frederik01J
KapiteinJeroen,alfredblokhuize
KapiteinJeroen,selmazij
KapiteinJeroen,Fromdamountain
LLandloper,ME_Valentijn
LLandloper,RebekkaTimmer
een_been_peter,PeterPos1
een_been_peter,remcoromeo
een_been_peter,elfje13
steenpaasburg,henknijenhof
RenevanHaaften,Magica08678935
RenevanHaaften,kozwartepiet
Bespired,PatriciaFoort
Bespired,AquariusInRed
walther19124288,HendrikWakker
DerdeJantje,HugoMaerten
DerdeJantje,ADoludag
DerdeJantje,googlenews
Bespired,AquariusInRed
Mica1918541039,JantenCate
simpel_life,YEwijk
simpel_life,WJisthename
simpel_life,HendrikWakker
BertvantZand,moeva18
thmsbergman,BasedMadocke
OxbowSir,alfredblokhuize
OxbowSir,Fromdamountain
WillemLoon,RobertjanZwart
WillemLoon,LavieJanRoos
WillemLoon,nijllattennemen
walther19124288,NOS
henkrenst,Chrome_Viper
henkrenst,restlessfall
henkrenst,TheRebelThePoet
W0mmetje,SylvanaBIJ1
yonwil,AmersfoortRoel
yonwil,geertwilderspvv
diepapa,LenieLenie3
diepapa,HartvNL
diepapa,acconsole
assissicourt,Boeitmenietnu
foxjumpsdog,geenstijl
HandigeHendrik,SylvanaBIJ1
LucvanIersel,SylvanaBIJ1
duiker1947,helenestafleu
DutchDL,HTuynman
DutchDL,voorpost
HenzenAdriaan,SylvanaBIJ1
Ricardo08179846,DeAltijd
theNUC1,frankvdlinde
woutschaap,VVD
woutschaap,VVD
woutschaap,D66
Jacob12640507,OmroepON
Jacob12640507,geertwilderspvv
Shirley78669813,RoyDuf
nooitmeerstil,AntoonKanis
nooitmeerstil,D66
nooitmeerstil,D66
nooitmeerstil,Groenlinks
nooitmeerstil,PvdA
nooitmeerstil,SP
Ricardo08179846,DeAltijd
snebq,BartNijman
nitram318,HermanGalle
nitram318,M_nke
nitram318,Magica08678935
nitram318,NOS
IJC_mink,Mendyvandergaag
IJC_mink,Ingeborg_tekst
De7As,hulswood
LiberFortis,NUnl
dickbill68,EliannevT
Zahava445,dewollewei
arnoyuma,PVV
arnoyuma,FvD
arnoyuma,KOZP
HetPapierenHuis,mamaruja94
HetPapierenHuis,doperwtje73
HetPapierenHuis,J41963735
mikePostma8,anoushanzume
mikePostma8,kozwartepiet
Floriswolters,SylvanaBIJ1
RijkVriezen,HuijbregtsSteff
floko100,RienvVliet
Ludovic32619095,volendam
Ludovic32619095,kozp
lucien_visser,YouTube
Firenzend1,Daphne_dB
Firenzend1,mickvanwely
EdOuweneel,Martinbosma_pvv
EdOuweneel,GrootKo
margavanhemme,HuubBellemakers
RoyDuf,FeyeNody
Dorian73162059,PmgEngelen
Dorian73162059,MirtheWestrik
JMFMJansen,Chapiro
ayrienie,prozwartepiet
ayrienie,kozp
MarjanHeintjes,gelijkhebjehans
MarjanHeintjes,LindaSchD
MarjanHeintjes,benhetechtzelf
Anandstweets,PolitiekBIJ1
Rhesusmacaque1,robertjensen
ShelterFrom,ArnoWellens
stevenandre1967,DWaailap
rg_bol,sas_pvv_
mikePostma8,xsacharose
Gysbert_III,BartNijman
Morpheusz5,SylvanaBIJ1
Cdj0299,HansieeeeFR
MolenaarAnnet,Jeffrey__Tweets
arjan_kamphuis,ERIKMol3
Descartes_R3,JackTerrible
MolenaarAnnet,Bij88941056
arjan_kamphuis,1_hanneke
toetsenbordrid2,wim_holland12
FoxTrustsNo1,petervlemmix
FoxTrustsNo1,StucHenk
FoxTrustsNo1,OmroepON
DEMEESTERRES,Mirjam152
GuideinHolland,HenkBakboord
GuideinHolland,mickvanwely
vanbrachtc,muizehuig1
marcelvandenber,IntoBits
marcelvandenber,RutgerGW
CryptoMaster01,ERIKMol3
toetsenbordrid2,MvButselaar
arjan_kamphuis,Urwrstnghtmare2
HenkBakboord,mickvanwely
MarjaEPC,Levensgeniete19
LaPatriota02,oldnoskool
threadreaderapp,steenpaasburg
marcelvandenber,IntoBits
marcelvandenber,RutgerGW
ZwartePiet_be,Tom_Le_Mens
nadia_buiter,SylvanaBIJ1
sas61,TomSawYall
tallfox55,DeAltijd
yeroen66,lborisboef
chantalleral,Doorbraakeu
chantalleral,kozwartepiet
threadreaderapp,steenpaasburg
yyeIhsa,Kosmik_nl
yyeIhsa,anoushanzume
yyeIhsa,kozwartepiet
arjan_kamphuis,JdeWittvanOldeB
AmorFati2021,QQHaseena
SjefVugt,Topdob11
nigroeneveld,envirosec
arjan_kamphuis,HenzenAdriaan
RHO86,HendrikWakker
nl_opinion,8cijfers
nl_opinion,CarelCaramba
nl_opinion,Omar020a
nl_opinion,frankvdlinde
ZwartePiet_be,Dsoenens
nooitmeerstil,ShashiRoopram
nooitmeerstil,AntoonKanis
nooitmeerstil,D66
nooitmeerstil,claudiadebreij
nooitmeerstil,Dolfjansen
HuijbregtsSteff,robertjensen
effeitsma,BartNijman
Esmeralda_1_2_3,wileikelboom
BaburB_020,Het_OM
IkkeAtheist,oakentersagain
Marlenemclara,oornstein
edwincamouflage,hethadgekund
arjan_kamphuis,Cita77774405
Xesz10,SylvanaBIJ1
Xesz10,Het_OM
arjan_kamphuis,Milou_DH_
ReconquistaRec1,010wijk11
ReconquistaRec1,bartroemker
ReconquistaRec1,Beltel21
ReconquistaRec1,frankvdlinde
JurgenWernsing,ashatenbroeke
arjan_kamphuis,ypekarrenbeld
ReconquistaRec1,EenGraag
ReconquistaRec1,bartroemker
ReconquistaRec1,Beltel21
ReconquistaRec1,frankvdlinde
WhoAreYouRoy,YEwijk
WhoAreYouRoy,WJisthename
WhoAreYouRoy,HendrikWakker
Diejaanaa,MiraMoerma
anitavdmade,HartvNL
DdDirkdijkstra,SylvanaBIJ1
q8archaeologist,Lmsaunders2
ZwartePiet_be,FredBodarwe
HermanGalle,rienbrans
HermanGalle,GijsBaller
HermanGalle,Eelke69838340
HermanGalle,Fromdamountain
ikbenfofficial,Ahimsa147
RobinAdamsZA,jared_za
ReconquistaRec1,JustmeNoelleZ
arjan_kamphuis,Morpheusz5
vissermc76,hethadgekund
vissermc76,frans5010
Jeffert43818241,HendrikWakker
MariacrypMaria,TheovanRossum4
MariacrypMaria,Koos24Koos
MariacrypMaria,Digifotofan
MariacrypMaria,NHNieuws
BaviaanBen,SylvanaBIJ1
borst_k,POPNED
Inge_V,RicoVld
Bengegenislam,mmwgerritsma
alexvncuijk,HartvNL
Ellen79120566,UbedaMichel
haaskno,erikpjverweij
arjan_kamphuis,bezorg_service
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
Wedderplase,AndreHatzman
johan100350,wileikelboom
johan100350,Magica08678935
johan100350,alextencate
mmwgerritsma,rblommestijn
renedv64,lewinskylou2
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
AndreHatzman,kozwartepiet
melle95331968,LSchrage
JumpingJohnny5,anoushanzume
JumpingJohnny5,kozwartepiet
mterburg,RutgerGW
Christovte1,HarryPater62
stevenandre1967,PGoldschmeding
kroon53836920,POPNED
Tekken3Enjoyer,anoushanzume
Tekken3Enjoyer,kreupelino
Tekken3Enjoyer,kozwartepiet
BramTheunissen1,AlxndraSparker
BramTheunissen1,POL_Volendam
Sanne67848247,fampoes
Sanne67848247,Politie
Drkzwgr11,RienvVliet
Arjan_Otter,alfredblokhuize
Arjan_Otter,alfredblokhuize
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
AndereKant,Zezunja
Alexbuzz66,rallyjef2
arjan_kamphuis,JonkerEdwin
ChicaLucienne,ReneeKirkenier
CremersTon,TheRebelThePoet
ChicaLucienne,ReneeKirkenier
HappyBeeGood,OTTO45520061
HappyBeeGood,J00st013
HappyBeeGood,honestmarcel38
HappyBeeGood,Magica08678935
HappyBeeGood,RDJ134
HappyBeeGood,NOS
fotosigi,nonconformistnl
OVriendjes,HenryJP5
Henk21351442,elmarveerman
Henk21351442,DenKozp
Henk21351442,jerryafraid
Henk21351442,kozp
BartNijman,kayotickitchen
monkeyzandwich,sas_pvv_
RP98222164,MRoodbaard
nl_opinion,HuubBellemakers
Drkzwgr11,hethadgekund
harmuuteanske,Pearlbitch
arjan_kamphuis,Redu_2020
arjan_kamphuis,Wilnet10
AnasCortezReina,vreer
arjan_kamphuis,HC4LBeast
AndreHatzman,kozwartepiet
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
arjan_kamphuis,RBurton73
_Pietje_Bell,NicoleMoinat
zcjaais,RvDantzig
pensioenjaren,SylvanaBIJ1
pensioenjaren,2eKamertweets
arjan_kamphuis,Alewyn16
YDi045,LavieJanRoos
arjan_kamphuis,kempkes_jan
marceltuinstra1,020bowonor
bertusgelder,henknijenhof
arjan_kamphuis,Alewyn16
tranz_parency,redfishstream
NicovanderZee,HartvNL
arjan_kamphuis,GaborKNL
ArubaRandy,SylvanaBIJ1
spanarchist1,simonvenekamper
spanarchist1,BrinkWvd
spanarchist1,ZihniOzdil
spanarchist1,Martinbosma_pvv
Davidson7119,niet_en
Davidson7119,Doorbraakeu
Davidson7119,kozwartepiet
joekelstaaf,frankvdlinde
kozwartepiet,Wedderplase
kozwartepiet,AndreHatzman
satisestnimis,BLIKOPENER333
satisestnimis,J41963735
satisestnimis,Kijkverder1
satisestnimis,MuzZ11_
ErnestOtte,SylvanaBIJ1
HermanGalle,nitram318
HermanGalle,M_nke
HermanGalle,Magica08678935
HermanGalle,NOS
anitaei,micheldebruijn
PeterPos1,een_been_peter
PeterPos1,remcoromeo
PeterPos1,elfje13
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
AndreHatzman,kozwartepiet
marcelvandenber,IntoBits
marcelvandenber,CoenvdVen
fully_so,_Frummel_
muizehuig1,SmeetsLaw
muizehuig1,HendrikMarsman
bertpfeiffer2,Abbie1979
arjan_kamphuis,tolthomas
erik_wijst,EWagensveld
erik_wijst,Politie
erik_wijst,thierrybaudet
erik_wijst,geertwilderspvv
JJachthuizen,anoushanzume
JJachthuizen,kozwartepiet
woonnomade,annstrikje
woonnomade,TomBeen
een_been_peter,PeterPos1
een_been_peter,remcoromeo
een_been_peter,elfje13
John11024,Bij88941056
kayotickitchen,BartNijman
MRoodbaard,SteenksRafaela
dickbill68,BrinkWvd
dickbill68,BartNijman
KIP04324066,gwdubbeldam
Cowboytandarts,erikpjverweij
thomaspraatmee,moeva18
NederlandEO,ovcned
Sjmeets0907,angryinno
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
simonvenekamper,ZihniOzdil
simonvenekamper,Martinbosma_pvv
erik_wijst,Backup_fis
man29jr,NOS
GVDB58520186,SylvanaBIJ1
Karhu12610602,loosknijn
Karhu12610602,BrutaleP
Karhu12610602,HendrikWakker
IntoBits,marcelvandenber
IntoBits,CoenvdVen
GreefToby,Onrecht2
DippuhDiDoodah,JHMW1
026Noord,marcelvandenber
NickReits,EWagensveld
WaqJohn,SylvanaBIJ1
rob7681,royramaker
rob7681,erikpjverweij
gas_tegen,pindakaasjunk
gas_tegen,annstrikje
lexsijtsma2,jurro1981
lexsijtsma2,frankvdlinde
Dutchfan33,DZevenbergen
een_been_peter,remcoromeo
een_been_peter,elfje13
CollectiMe,VrouwvdVrijheid
Ferdo76,NOS
isabelnijveldt,diekorte
WilcovdHeijden,DeStefVolendam
Albert31443794,Kees71234
Albert31443794,WestenIda
briggie62,jasonwalters85
briggie62,mickvanwely
SophiaVerbree,Pascalstil
angryinno,DerdeJantje
frankvdlinde,Politie
frankvdlinde,POL_Korpschef
frankvdlinde,GerritvdBurg
Skeetpeet1,DeStefVolendam
towiro,VrouwvdVrijheid
AndreHatzman,Wedderplase
AndreHatzman,kozwartepiet
Bij88941056,GrootKo
VisserJack,alextencate
VisserJack,wileikelboom
NeilMachia,nihalesmaaltmis
NeilMachia,HuubBellemakers
MadBabyEdmor,Zwarte_Magica
NickBlunt10,Pascalstil
AmsterdamTiles,PatriciaFoort
fastdaddyNL,HendrikWakker
Arno81nc,geekingthething
Arno81nc,Doorbraakeu
Arno81nc,kozwartepiet
SjefVugt,FeyeNody
SjefVugt,RuudLassche
SjefVugt,TheRebelThePoet
marcelvandenber,CoenvdVen
marcelvandenber,IntoBits
Bij88941056,ShashiRoopram
IkBenStokoud,EnsjantetFrok
IkBenStokoud,PolitiekBIJ1
IkBenStokoud,AquariusInRed
Wedderplase,AndreHatzman
Wedderplase,kozwartepiet
jo_14leeuwen,mevrouwadvocaat
jo_14leeuwen,NOS
alexvncuijk,wappiehoekje
JolandaZoomer,relicriticus
Justin_Kees1,VictoriaSydoni
Justin_Kees1,ssjaak
dinie_van,oakentersagain
beachracer_nl,RobKootker
beachracer_nl,Katesle3
beachracer_nl,NHNieuws
DusEmpireNL,anoushanzume
DusEmpireNL,kozwartepiet
jelleeelco,WA_Zevenh_D
C0nc3rned1,SylvanaBIJ1
antznl,_Frummel_
Corneil_Colombe,William93105180
Descartes_R3,RotPunker
Corneil_Colombe,LLulkoek
willem64417600,moeva18
frankvdlinde,NOS
erik_wijst,sas_pvv_
mireltsje,iriedaily94
Bram82755479,WMPost
Bram82755479,NOS
defret42,KVdeHuisvader
D10011980,raiseparadise
tddebrabander,LisetteOpTexel
YDi045,Doorbraakeu
YDi045,kozwartepiet
NickBlunt10,Onrecht2
JaapvandenHelm,pindakaasjunk
JaapvandenHelm,katja09117883
JaapvandenHelm,BartNijman
NederlandEO,Rchrdb
beachracer_nl,reinder1985
beachracer_nl,papilio1954
beachracer_nl,NHNieuws
MikeSchomaker,Amma_Asante
JakobKingma,fuckroeper
r_topiquin,cher2108
MolenaarAnnet,HenkZantinge3
OutOfLikes,WJisthename
OutOfLikes,PascalBuurman
TomBeen,RaeMee30
NederlandEO,broodjebal31
TomBeen,RaeMee30
NederlandEO,dubbelooo
TomBeen,RaeMee30
NederlandEO,VisserAdriaan
PequeninWarrior,coderfast
palmtreenl,moniquevaneede1
palmtreenl,diekorte
liliannetju,EWagensveld
bas_toor,hibou_173
bas_toor,MaxMoos9
bas_toor,telegraaf
PROVUE1,VrouwvdVrijheid
degeneraal4,arja_brink
degeneraal4,SylvanaBIJ1
NeilMachia,nihalesmaaltmis
NeilMachia,HuubBellemakers
GaborKNL,SylvanaBIJ1
krisamasu,Magica08678935
Alewyn16,justone05716272
Alewyn16,SylvanaBIJ1
kozakghost95,NicoleMoinat
kozakghost95,LavieJanRoos
vis_mariska,Jes22857720
vis_mariska,moeva18
vis_mariska,SylvanaBIJ1
vis_mariska,2eKamertweets
vis_mariska,D66
vis_mariska,DenkNL
vis_mariska,F_azarkan
vis_mariska,tunahankuzu
vis_mariska,MarijnissenL
vis_mariska,jesseklaver
vis_mariska,geertwilderspvv
vis_mariska,thierrybaudet
vis_mariska,mirjambikker
YDi045,ShashiRoopram
YDi045,Pearlbitch
VisserDonny,NickDoevendans
Just4blues,annstrikje
HansHelder2,fuckroeper
dickbill68,EliannevT
Ingrid57878695,EelcoHoecke
Ingrid57878695,BartNijman
MariaPluchee,NOS
Arjan_Otter,Magica08678935
Arjan_Otter,Magica08678935
kuijper_frits,MarlonReina
kuijper_frits,kozwartepiet
MarieAnne1482,PelleBerting
marcuscivero,VVD
kuijper_frits,Magica08678935
kuijper_frits,kozwartepiet
krisamasu,SylvanaBIJ1
Ingrid57878695,HendrikWakker
Miesli2,EliannevT
Miesli2,EsoClose
edebets1,Eelke69838340
edebets1,Fromdamountain
switchinblades,010wijk11
switchinblades,NicovanderZee
switchinblades,RotterdamBIJ1
accountnotfund,Doorbraakeu
accountnotfund,TheRebelThePoet
accountnotfund,kozwartepiet
Horl,EliannevT
UutWieert,Peter_Kassies
UutWieert,MissMel_12_
PRh96075146,WMPost
PRh96075146,NOS
Regiowatcher,NLfeest
NickDoevendans,JoostNiemoller
Carlitosisback,Ahimsa147
T_o_n_J,LavieJanRoos
echtesas,Kosmik_nl
echtesas,anoushanzume
echtesas,kozwartepiet
PMoonlady,Kosmik_nl
PMoonlady,anoushanzume
PMoonlady,kozwartepiet
InaVeenstra_lwd,wappiehoekje
veroniek1955,Rosa0171
veroniek1955,sannesunshine1
veroniek1955,Berend61203891
nadia_buiter,kellymostert
MariaPluchee,HartvNL
JonkerEdwin,SylvanaBIJ1
DS_2691,TomVandendriese
DS_2691,Kristof_A
DS_2691,FranckenTheo
Danny_T1981,Bello97040674
Danny_T1981,GijsvanOosten
Danny_T1981,erikpjverweij
Roy48537909,NHNieuws
ZwaanBente,Franssen1956
ZwaanBente,kimvankeken
ZwaanBente,KeesVlaar
ZwaanBente,JanRiezenkamp
FelizFeliz,johan100350
Adijksma1985,GWK112
Adijksma1985,kozwartepiet
hugo_lasnier,DeAltijd
hugo_lasnier,Het_OM
hugo_lasnier,POL_Volendam
MvButselaar,iAnnetonly
snldrs,elineannepeters
jannavandam,FeyeNody
jannavandam,TheRebelThePoet
PeterPos1,OTTO45520061
PeterPos1,heinsjohn
PeterPos1,lotterik2
PeterPos1,frankvdlinde
FrankDijkstra4,Mirjam152
MichelvdHorst,GozerOost
mayaVirg,HuubBellemakers
mayaVirg,M_Meijer
DirkSellsAHouse,SmeetsLaw
DirkSellsAHouse,GJHAmsterdam
DirkSellsAHouse,Het_OM
Tobinator4991,DeStefVolendam
Christovte1,SylvanaBIJ1
ObmaPascal,MvButselaar
ObmaPascal,Schnoetsz
DrDre_010,JohnSto21078732
DrDre_010,RobKootker
DrDre_010,NHNieuws
kempkes_jan,SylvanaBIJ1
MaxMoos9,GoogleNews
ReyenVan,DonArturito
GerRientiesMSc,Bartissimus
Urwrstnghtmare2,SylvanaBIJ1
jasper_wook,SylvanaBIJ1
jasper_wook,SylvanaBIJ1
jasper_wook,gemEdamVolendam
Eeuwigejeugd1,snoes64
MikeGerritsen,jrafcth
starndromeda,Joop_nl
ph1160,kozwartepiet
ph1160,theNUC1
FH79474333,helenestafleu
DutchBp,Martinbosma_pvv
Reawaruw,WNLOpZondag
Reawaruw,ricknieman
kempkes_jan,SylvanaBIJ1
GWK112,Adijksma1985
GWK112,kozwartepiet
stafpilot,SylvanaBIJ1
shoppinggrrrl,Bouboutyassine
shoppinggrrrl,dknergin
shoppinggrrrl,FatimaFaid
Oavelter,ZS_Racing
KaatvdK,SylvanaBIJ1
Kale84970220,MarlonReina
degeneraal4,hugodejonge
kevbrijer,moeva18
MargreetBoelen,DeStefVolendam
ph1160,HenkyD
sietsedehaan1,Bij88941056
Jeroen85181172,HenryJP5
Jeroen85181172,kozp
Mandy90309607,nananouvelle
Mandy90309607,Myriam_Heyens
ZeepSop,aaa_sooh
ZeepSop,frankvdlinde
ZeepSop,POL_Volendam
ZeepSop,Het_OM
CihanUgural,GeenDorHout
VisserJack,wileikelboom
VisserJack,alextencate
Aak1969,HendrikWakker
BrugscheBeer,kozwartepiet
pm310183,WMPost
pm310183,NOS
020bowonor,NadiaBouras
020bowonor,zeeger
020bowonor,RutgerGW
ikbeneenstockh1,SanderGrootDe
020bowonor,Magica08678935
malavita666,moeva18
alexmeuwsen,helenestafleu
alexmeuwsen,josverstegen
Thufir_Hawat1,erikpjverweij
a_vermeij,ERIKMol3
HereJodie,Sandervandam2
NederlandEO,ShashiRoopram
CollectiMe,Martinbosma_pvv
CollectiMe,GrootKo
DerrickDuc,Dirk2137
Gerben98551608,SylvanaBIJ1
petermaltha,2deKamerFVD
john_konijn,domootto
aaa_sooh,frankvdlinde
aaa_sooh,POL_Volendam
aaa_sooh,Het_OM
JaimyFox,EsoClose
serveechay,maritadejong
serveechay,Jacco6345789
serveechay,MirtheWestrik
stafpilot,DeGrauwEeuw
Jeffrey__Tweets,VrouwvdVrijheid
Jeffrey__Tweets,SylvanaBIJ1
MrsKrass,jotunfo
MrsKrass,brechtjedeleij
MrsKrass,vanDijkHJ
MrsKrass,ShashiRoopram
pindakaasjunk,annstrikje
alfredblokhuize,KapiteinJeroen
alfredblokhuize,selmazij
alfredblokhuize,Fromdamountain
EsoClose,EliannevT
KasEist,wappiehoekje
KaatvdK,PolitiekBIJ1
vogeltuinHouten,trrblkid
